# Mapping résolu — reports Albo App (Supabase) -> entités Albo OS (Convex mellow-curlew-738)
# Généré le 02/07/2026 (Lot 0, read-only). Une ligne par report source (390). Règle : domaine d'abord
# (union portfolio_companies.domain + company_domains, normalisé), fallback nom via MAPPING_REPORTS_COMPANIES_2026-07-02.csv
# (PR #168) quand un des deux côtés n'a pas de domaine ; conflit de domaines = exclu et signalé. Routage strict albo->albo, calte->calte.
# Fan-out : un report est rattaché à CHAQUE entité OS qui matche (colonne nb_cibles ; cibles séparées par " | ").
# ⚠️ Domaines OS lus par proxy (attioAlboImport.ts + Airtable) — à re-vérifier par dry-run Convex au Lot 1 (cf. LOT0_MIGRATION_REPORTS_2026-07-02.md).
# methode : domaine / nom / mixte (domaine + nom) / orphelin. Colonnes archive/doublon_source/statut = flags source (décision D5 ouverte).
org,report_id,societe_source,periode,period_sort_date,archive,doublon_source,statut,methode,nb_cibles,cibles_OS,conflits_domaine_exclus,note
calte,aad5fa3f-9030-4a24-9bed-9c57d5308053,Extracadabra,2023,2023-01-01,,,completed,domaine,1,jx7bgfs9zwa70nmk6fjrxcmy0x87rep7:EXTRACADABRA,,
calte,7aa62789-855b-4233-bc37-d3b313de3cbc,Extracadabra,Q1 2024,2024-01-01,,,completed,domaine,1,jx7bgfs9zwa70nmk6fjrxcmy0x87rep7:EXTRACADABRA,,
calte,b6e0f9c5-2539-4ca4-a7f3-56d4598686ed,Extracadabra,Q2 2024,2024-04-01,,,completed,domaine,1,jx7bgfs9zwa70nmk6fjrxcmy0x87rep7:EXTRACADABRA,,
calte,a64b80c8-71a2-431a-900f-32d8f97794ba,Extracadabra,Q3 2024,2024-07-01,,,completed,domaine,1,jx7bgfs9zwa70nmk6fjrxcmy0x87rep7:EXTRACADABRA,,
calte,ef15c2f8-4cd6-4237-aab8-b0b31660ecb9,Extracadabra,2025,2025-01-01,,,completed,domaine,1,jx7bgfs9zwa70nmk6fjrxcmy0x87rep7:EXTRACADABRA,,
calte,313f13c2-d908-43e2-85fe-c769d5d5c6f8,Extracadabra,March 2025,2026-06-01,,,completed,domaine,1,jx7bgfs9zwa70nmk6fjrxcmy0x87rep7:EXTRACADABRA,,
calte,71cc96a1-7832-4708-83a2-62c600586cb4,Feeli,January - March 2026,2026-01-01,,,completed,domaine,1,jx70bz9yvagvbe3f7qnbq3gt6h87r1k5:SIDE FEELI,,
calte,8ff7349b-92b6-46ac-8b14-b26d303d95ed,Flexliving,Q1 2026,2026-01-01,,,completed,mixte,2,"jx79rp6ptbzz6yvn2nscv16h3587sw9n:FLEXLIVING | jx728qebawmwfj08h49z37110s87rs66:FLEX LIVING",,Doublon OS assume : FLEXLIVING (domaine) + FLEX LIVING (nom) recoivent le report
calte,a972b2e8-3811-4f66-b99c-387e3765da25,Flexliving,January 2026,2026-01-01,,,completed,mixte,2,"jx79rp6ptbzz6yvn2nscv16h3587sw9n:FLEXLIVING | jx728qebawmwfj08h49z37110s87rs66:FLEX LIVING",,Doublon OS assume : FLEXLIVING (domaine) + FLEX LIVING (nom) recoivent le report
calte,197a8f6a-a6a3-40fd-9fd1-97e6221d1c34,Flexliving,February 2026,2026-02-01,,,completed,mixte,2,"jx79rp6ptbzz6yvn2nscv16h3587sw9n:FLEXLIVING | jx728qebawmwfj08h49z37110s87rs66:FLEX LIVING",,Doublon OS assume : FLEXLIVING (domaine) + FLEX LIVING (nom) recoivent le report
calte,1ce02bcd-1fdf-40f5-be3a-dc501d5f8953,Flexliving,March - April 2026,2026-03-01,,,completed,mixte,2,"jx79rp6ptbzz6yvn2nscv16h3587sw9n:FLEXLIVING | jx728qebawmwfj08h49z37110s87rs66:FLEX LIVING",,Doublon OS assume : FLEXLIVING (domaine) + FLEX LIVING (nom) recoivent le report
calte,28ac6e3f-4ae6-419e-a62c-ac04e31e5bcd,Flexliving,May 2026,2026-05-01,,,completed,mixte,2,"jx79rp6ptbzz6yvn2nscv16h3587sw9n:FLEXLIVING | jx728qebawmwfj08h49z37110s87rs66:FLEX LIVING",,Doublon OS assume : FLEXLIVING (domaine) + FLEX LIVING (nom) recoivent le report
calte,627bd704-5f6f-45ad-8cc6-f2727bd5570b,Galion.exe,2025,2025-01-01,,,completed,domaine,1,jx790f70expa8667vb6z2p77tx87rwdc:Galion.exe Origin,,
calte,505c043d-e75a-4ec2-8309-8ea57fbbfd4c,Galion.exe,Q1 2026,2026-01-01,,,completed,domaine,1,jx790f70expa8667vb6z2p77tx87rwdc:Galion.exe Origin,,
calte,28195323-9328-433a-ac17-3906cc714d3c,Good Only Ventures,2025,2025-01-01,,,completed,domaine,1,jx7ed316rxp65x64z21qjbnasd87rbbq:GOOD ONLY VENTURES,,
calte,a33bef48-46a6-422e-aeaa-637b07fbe8b3,Good Only Ventures,May 2026,2026-05-01,,,completed,domaine,1,jx7ed316rxp65x64z21qjbnasd87rbbq:GOOD ONLY VENTURES,,
calte,9a0611b5-401b-432a-85af-9ac5bc7e0b2e,GreenGo,January 2026,2026-01-01,,,completed,domaine,1,jx71j72h065dphskdf2sm8ghr587snch:GREENGO PARTNERS,,
calte,a7afe5bd-0be3-4e0c-821e-1583eee527d6,GreenGo,Q1 2026,2026-01-01,,,completed,domaine,1,jx71j72h065dphskdf2sm8ghr587snch:GREENGO PARTNERS,,
calte,dda4b9fe-8851-4e37-b0c6-ea594807da30,GreenGo,February 2026,2026-02-01,,,completed,domaine,1,jx71j72h065dphskdf2sm8ghr587snch:GREENGO PARTNERS,,
calte,f3d8dd38-aa8a-440e-9959-5211c893cf3c,GVA (Global Venture Access),2025,2025-01-01,,,completed,domaine,1,jx76gexpebkcq92tvphf18r8k987sqy1:GVA,,
calte,871028ee-f3f5-496f-9d28-3ba8c88a4b2a,GVA (Global Venture Access),December 2025,2025-12-01,,,completed,domaine,1,jx76gexpebkcq92tvphf18r8k987sqy1:GVA,,
calte,16beedb7-6897-413f-a6aa-ec36fcd6ebaa,Hop3team,April 2026,2026-04-01,,,completed,domaine,1,jx732vebx3k66t2ne4jp8sgwz587rzcf:SIDE HOP3TEAM,,
calte,5b6fcf4a-3e10-44bc-9db5-b847d166a1fb,iArtisan - Newsletter business-innovation,January - April 2026,2026-01-01,oui,,completed,domaine,1,jx77ta1nxqqnam5be7by2m31vs87rvtt:I ARTISAN (renovation man),,2 sources -> 1 cible OS (avec Renovation Man) ; son unique report est archive
calte,c4aa7fdd-4d13-41f1-bf51-c75beeff050d,Inari Properties,2025,2025-01-01,,,completed,nom,1,jx721m6kkr9xx2v1ywjcezfvp187sydr:Virgil - Inari Properties 2023,,
calte,3856f7a7-a16f-4e67-b9f7-a33ced9256b9,Inari Properties,Q4 2025,2025-10-01,,,completed,nom,1,jx721m6kkr9xx2v1ywjcezfvp187sydr:Virgil - Inari Properties 2023,,
calte,40b6add9-c181-42a6-aede-a85374be20c0,Inari Properties,December 2025,2025-12-01,,,completed,nom,1,jx721m6kkr9xx2v1ywjcezfvp187sydr:Virgil - Inari Properties 2023,,
calte,333ce5fb-bc21-4de3-9d19-f6961a29a9d0,Interstis,March 2026,2026-03-01,,,completed,domaine,1,jx79gw4cdnk0wgqnz6h6vdg3ks87sf7m:SIDE - INTERSTIS,,
calte,6afa4445-f6fb-4b93-ac16-63d992127751,Jeen,December 2025,2025-12-01,,,completed,domaine,1,jx7c72wk80x7mhr63p2qdbs32587skqj:JEEN,,
calte,6f9fcd62-86ff-4ecb-bc60-001b4fe1a031,Jeen,April 2026,2026-04-01,,,completed,domaine,1,jx7c72wk80x7mhr63p2qdbs32587skqj:JEEN,,
calte,386a6245-0e42-44e9-be68-df052c59a1b2,Jeen,April 2026,2026-04-01,,,completed,domaine,1,jx7c72wk80x7mhr63p2qdbs32587skqj:JEEN,,
calte,9ec46569-d581-45b4-b40a-ed678f7e6ac5,Jeen,Mars 2026,,,,completed,domaine,1,jx7c72wk80x7mhr63p2qdbs32587skqj:JEEN,,
calte,5e7ab8c7-597c-4906-811d-ab545e5f0565,Kazaden,May 2026,2026-05-01,,,completed,domaine,1,jx7az31n8vr9cmd9n9se304hgn87ryjm:SIDE KAZADEN,,
calte,95a96fe5-06bb-49a5-87b8-e50a15a99411,KIDIBAM,July 2025,2025-07-01,,,completed,domaine,1,jx7d8y8dvswq178padk9fvvv1n87rk29:LE TRICYCLE (KIDIBAM),,
calte,5ded4824-9086-4c66-b8d2-898491767047,Klara,2025,2025-01-01,,,completed,orphelin,0,,jx72qbzzf84q375bv6gs3dcax187sxtx:SIDE KLARA (MOOVEO),"Conflit de domaines (klarahr.com vs mooveo.co) — cible nom SIDE KLARA (MOOVEO) exclue par la règle stricte, reco : garder la cible nom"
calte,127fc083-f0d0-44dc-9298-ca3ca73ff51a,Klara,December 2025,2025-12-01,,,completed,orphelin,0,,jx72qbzzf84q375bv6gs3dcax187sxtx:SIDE KLARA (MOOVEO),"Conflit de domaines (klarahr.com vs mooveo.co) — cible nom SIDE KLARA (MOOVEO) exclue par la règle stricte, reco : garder la cible nom"
calte,6a2851b7-7cb4-4f36-b530-a6374b9921bf,Klara,February 2026,2026-02-01,,,completed,orphelin,0,,jx72qbzzf84q375bv6gs3dcax187sxtx:SIDE KLARA (MOOVEO),"Conflit de domaines (klarahr.com vs mooveo.co) — cible nom SIDE KLARA (MOOVEO) exclue par la règle stricte, reco : garder la cible nom"
calte,62dae7b2-1a69-4c7b-8288-d4e321282316,Klara,March 2026,2026-03-01,,,completed,orphelin,0,,jx72qbzzf84q375bv6gs3dcax187sxtx:SIDE KLARA (MOOVEO),"Conflit de domaines (klarahr.com vs mooveo.co) — cible nom SIDE KLARA (MOOVEO) exclue par la règle stricte, reco : garder la cible nom"
calte,64dec9d2-cf63-4a7e-9af2-e2fd185cee4c,Klara,April 2026,2026-04-01,,,completed,orphelin,0,,jx72qbzzf84q375bv6gs3dcax187sxtx:SIDE KLARA (MOOVEO),"Conflit de domaines (klarahr.com vs mooveo.co) — cible nom SIDE KLARA (MOOVEO) exclue par la règle stricte, reco : garder la cible nom"
calte,5f1e8025-59db-4e09-998b-be3a5f98106d,Klara,May 2026,2026-05-01,,,completed,orphelin,0,,jx72qbzzf84q375bv6gs3dcax187sxtx:SIDE KLARA (MOOVEO),"Conflit de domaines (klarahr.com vs mooveo.co) — cible nom SIDE KLARA (MOOVEO) exclue par la règle stricte, reco : garder la cible nom"
calte,86c30f36-720a-446b-beef-8d8acbb1d274,Komeet,Q1 2026,2026-01-01,,,completed,domaine,1,jx70ng7853e6ma6ckdak14wavn87sqr3:SIDE WENABI,,
calte,28e4d918-9664-4da0-9240-3666d130b717,La Ceinture Verte,2025,2025-01-01,,,completed,domaine,1,jx7dqbks892h56sjqcq7eram3n87rjr4:CEINTURE VERT GROUP,,
calte,7c9bf000-7b22-4e49-b5f2-7ab440e08fef,La Ceinture Verte,April 2026,2026-04-01,,,completed,domaine,1,jx7dqbks892h56sjqcq7eram3n87rjr4:CEINTURE VERT GROUP,,
calte,9dba91b7-2f03-4bf9-a76f-df119ddb8c3a,Latour Capital,2025,2025-01-01,,,completed,domaine,1,jx7eh5fq9n01ye2c04g9065gpd87s0ar:LATOUR CAPITAL IV,,
calte,1c47845c-66bd-4ac5-9058-1270c1898605,Latour Capital,Q4 2025,2025-10-01,,,completed,domaine,1,jx7eh5fq9n01ye2c04g9065gpd87s0ar:LATOUR CAPITAL IV,,
calte,e5517cfa-b4c4-4732-9ca2-ae3714518c7d,Latour Capital,Q1 2026,2026-01-01,,,completed,domaine,1,jx7eh5fq9n01ye2c04g9065gpd87s0ar:LATOUR CAPITAL IV,,
calte,0c96ab90-4ee8-4826-b332-332619a65bde,Layan,Q1 2026,2026-01-01,,,completed,domaine,1,jx7edfzmc3zsfzs43nzfyd1fc187sg4g:LAYAN,,
calte,c2bd29fe-056b-4a91-9cbf-9e421d1f0a3f,Layan,January - April 2026,2026-01-01,,,completed,domaine,1,jx7edfzmc3zsfzs43nzfyd1fc187sg4g:LAYAN,,
calte,91ce3dc5-165a-4ed0-989d-0d2405b3ec97,Le Comptoir Des Pharmacies,June 2026,2026-06-01,,,completed,domaine,1,jx730j9j7cxc69qfxyzewattj987rprs:SIDE - COMPTOIR DES PHARMACIES,,
calte,d33ebe5f-5883-4a0e-a99d-42973c7028d5,Live Tonight,Q1 2026,2026-01-01,,,completed,domaine,1,jx755m6q3yymasxnbkq5kt8rn587rd13:Side Live Tonight,,
calte,879f7483-d265-482a-8986-c3f1e90dfab6,makesense,Q1 2026,2026-01-01,,,completed,domaine,1,jx77ydhjej9v8qra10erj6e5ns87sxhe:JOBS THAT MAKSENSE,,
calte,f69e7115-d8bc-4186-becc-a3327725d803,Maslow Group,2025,2025-01-01,,,completed,domaine,1,jx74pe256mrjm18s5jfemqgj5s87ryat:MASLOW,,
calte,a6f031d2-2e83-497d-9cdb-a2a10221eba2,Maslow Group,January 2026,2026-01-01,,,completed,domaine,1,jx74pe256mrjm18s5jfemqgj5s87ryat:MASLOW,,
calte,188cfda5-e136-4108-b161-f272affde4e1,Maslow Group,February 2026,2026-02-01,,,completed,domaine,1,jx74pe256mrjm18s5jfemqgj5s87ryat:MASLOW,,
calte,03d797d1-21c4-44ad-87d8-52123848a502,Maslow Group,March 2026,2026-03-01,,,completed,domaine,1,jx74pe256mrjm18s5jfemqgj5s87ryat:MASLOW,,
calte,13f86e03-160c-4f7d-985e-6b38daf0a68f,Maslow Group,April 2026,2026-04-01,,,completed,domaine,1,jx74pe256mrjm18s5jfemqgj5s87ryat:MASLOW,,
calte,080472fc-5ccb-4163-9ef8-26d5d70a97d9,Maslow Group,May 2026,2026-05-01,,,completed,domaine,1,jx74pe256mrjm18s5jfemqgj5s87ryat:MASLOW,,
calte,aa24803c-bf85-4b00-8dbf-e289acaec4d4,Mineral,Q1 2025,2025-01-01,,,completed,domaine,2,"jx7fersxp0kea617gjxn1yjqen87s5rk:Holding Mineral Capital 7 | jx720k1e90v35wym19q1r0z0b987s4xz:Holding Mineral Capital 3",,
calte,4f09cbac-65b9-41e8-9765-eca10df1b1fa,MIO Group,January 2026,2026-01-01,,,completed,orphelin,0,,jx77xd7xttqzw5ep3bhmmxpjg587rqjr:MIO Agence Marketing Pote Benhamou,"Conflit de domaines (miogroup.com vs hellomio.com) — cible nom MIO Agence exclue par la règle stricte, reco : garder la cible nom"
calte,61b31acc-f854-4825-866f-1265d825c2f7,MIO Group,February 2026,2026-02-01,,,completed,orphelin,0,,jx77xd7xttqzw5ep3bhmmxpjg587rqjr:MIO Agence Marketing Pote Benhamou,"Conflit de domaines (miogroup.com vs hellomio.com) — cible nom MIO Agence exclue par la règle stricte, reco : garder la cible nom"
calte,838fe224-6f8a-4a1f-86f9-b77cf5ac8c40,Monstock,May 2026,2026-05-01,,,completed,domaine,1,jx70v5vj6nf4st73p7x98jtty187rhdt:SIDE MONSTOCK (mon stock),,
calte,349dbded-3f92-4cc7-8b8d-ef229000553b,Oghji,February 2026,2026-02-01,,,completed,domaine,1,jx7epzmg2rvqxv7n8j9xpj2y7187ssmt:SIDE - OGHJI,,
calte,e7260990-fe90-457f-9d34-e569a5a0f8c8,Oghji,March 2026,2026-03-01,,,completed,domaine,1,jx7epzmg2rvqxv7n8j9xpj2y7187ssmt:SIDE - OGHJI,,
calte,3fbb87fd-58f2-40b9-a28a-68670b56317d,Oghji,April 2026,2026-04-01,,,completed,domaine,1,jx7epzmg2rvqxv7n8j9xpj2y7187ssmt:SIDE - OGHJI,,
calte,5352c4ee-e380-45dd-a118-f0e59083b614,Oghji,May 2026,2026-05-01,,,completed,domaine,1,jx7epzmg2rvqxv7n8j9xpj2y7187ssmt:SIDE - OGHJI,,
calte,32557b75-2bac-4803-9b3b-717cb8294c3d,Omni,March 2026,2026-03-01,,,completed,domaine,1,jx7bfj9232sp1r49p0rptdw7s187sesm:OMNI COMMUNITY,jx7dkr8ff7y80d3gcbqpfv7r7187ssrd:BALTIS - OMN LE CLUB,
calte,a0e7262f-cd30-4982-bebc-ce4ad652bec9,Omni,April 2026,2026-04-01,,,completed,domaine,1,jx7bfj9232sp1r49p0rptdw7s187sesm:OMNI COMMUNITY,jx7dkr8ff7y80d3gcbqpfv7r7187ssrd:BALTIS - OMN LE CLUB,
calte,f5d79ee2-eac9-4ebf-824f-9cdb96b04851,Omni,H1 2026,,,,completed,domaine,1,jx7bfj9232sp1r49p0rptdw7s187sesm:OMNI COMMUNITY,jx7dkr8ff7y80d3gcbqpfv7r7187ssrd:BALTIS - OMN LE CLUB,
calte,723c4404-edcb-4d97-aaca-3df001ec3052,Onima,March 2026,2026-03-01,,,completed,domaine,2,"jx7csjxyd8kne6mq1s03pb307587sveg:ASTERION SIDE ONIMA (ex:YEASTY) | jx7cjv10jz9n1ez90vswy0z5rd87snx5:ASTERION SIDE ONIMA (ex:YEASTY)",,Doublon OS assume : les 2 lignes ASTERION SIDE ONIMA recoivent le report
calte,df1dbfc8-35dc-43b6-97d8-ea4f1efc16a5,Onima,June 2026,2026-06-01,,,completed,domaine,2,"jx7csjxyd8kne6mq1s03pb307587sveg:ASTERION SIDE ONIMA (ex:YEASTY) | jx7cjv10jz9n1ez90vswy0z5rd87snx5:ASTERION SIDE ONIMA (ex:YEASTY)",,Doublon OS assume : les 2 lignes ASTERION SIDE ONIMA recoivent le report
calte,58eb29be-ae77-4df5-8e9f-91ea2df28779,OpenClimat,2025,2025-01-01,,,completed,domaine,1,jx774fgf7bw87gxgwa7wm4hs3987re5y:OPENCLIMAT,,
calte,6f947b3c-72ce-4882-938b-ab4212796981,OpenClimat,March 2026,2026-03-01,,,completed,domaine,1,jx774fgf7bw87gxgwa7wm4hs3987re5y:OPENCLIMAT,,
calte,719b1c00-6e23-4d4a-80f2-9513547a5c0b,OPRTRS CLUB,2025,2025-01-01,,,completed,domaine,1,jx7c3nw0ftckbdbqx31p0t0k3n87ss1b:OPRTRS CLUB,,
calte,8720a597-d844-46d5-823d-00373262e4fe,OPRTRS CLUB,March 2026,2026-03-01,,,completed,domaine,1,jx7c3nw0ftckbdbqx31p0t0k3n87ss1b:OPRTRS CLUB,,
calte,147e310f-2c1d-4d87-b79c-ed80e54e7e0c,OPRTRS CLUB,April 2026,2026-04-01,,,completed,domaine,1,jx7c3nw0ftckbdbqx31p0t0k3n87ss1b:OPRTRS CLUB,,
calte,151c43f9-dd16-4dfb-b88d-4afd4df31482,OPRTRS CLUB,2024 - 2025,,,,completed,domaine,1,jx7c3nw0ftckbdbqx31p0t0k3n87ss1b:OPRTRS CLUB,,
calte,b8f0bd23-e026-4b99-be83-46ea81707c6a,Ordalie - Legal OS,January 2026,2026-01-01,,oui,completed,domaine,1,jx77d8scs7m0q60raasxeyrz1h87ss0s:SIDE INOVEXUS Ordalie,,
calte,69b30854-9246-4b2d-9e47-0c273ee1dc2a,Ordalie - Legal OS,January 2026,2026-01-01,,,completed,domaine,1,jx77d8scs7m0q60raasxeyrz1h87ss0s:SIDE INOVEXUS Ordalie,,
calte,3b928604-0c34-4bb0-9246-ab6e395494d2,Ordalie - Legal OS,February 2026,2026-02-01,,,completed,domaine,1,jx77d8scs7m0q60raasxeyrz1h87ss0s:SIDE INOVEXUS Ordalie,,
calte,970dcb84-c98f-4277-9646-8d4238799f70,Ordalie - Legal OS,Mars 2026,,,,completed,domaine,1,jx77d8scs7m0q60raasxeyrz1h87ss0s:SIDE INOVEXUS Ordalie,,
calte,3d7f2c25-3997-4225-8f7d-0504404c8e42,Orus Energy,October 2025,2025-10-01,,,completed,domaine,1,jx764dr0zg8gxdasjaa1r5hemh87s7fw:Asterion Side - Projet Orus Energy,,
calte,75a929cd-f412-4c1d-b2f1-40e0cda062e5,Orus Energy,January 2026,2026-01-01,,,completed,domaine,1,jx764dr0zg8gxdasjaa1r5hemh87s7fw:Asterion Side - Projet Orus Energy,,
calte,9101bff8-906a-494c-9622-f2e54b5ffdac,Orus Energy,February 2026,2026-02-01,,,completed,domaine,1,jx764dr0zg8gxdasjaa1r5hemh87s7fw:Asterion Side - Projet Orus Energy,,
calte,09114891-2fcd-4011-b762-67ee960051b0,Orus Energy,March 2026,2026-03-01,,,completed,domaine,1,jx764dr0zg8gxdasjaa1r5hemh87s7fw:Asterion Side - Projet Orus Energy,,
calte,f2458179-ec4a-48af-8b5a-df9102c5b7b3,Orus Energy,April 2026,2026-04-01,,,completed,domaine,1,jx764dr0zg8gxdasjaa1r5hemh87s7fw:Asterion Side - Projet Orus Energy,,
calte,2852cddc-ff1d-47dc-bf2b-b7612e45d038,Osol,Q1 2026,2026-01-01,,,completed,domaine,1,jx76zpnzpmy1rz0sa645myqm9x87rjvs:OSOL,,
calte,2ac42f97-ec1e-49e1-b13b-a706c394770c,Ostrea,March 2026,2026-03-01,,,completed,domaine,1,jx7390hnj247qv72p168f5p6g587rq8p:OSTREA,,
calte,f98ba49d-fc57-4608-a5f8-1aa576965073,OVNI Capital,Q1 2026,2026-01-01,,,completed,domaine,1,jx7bchwhd1ys8cw7astsyqkvj987rhxh:OVNI VENTURES,,
calte,03c11800-7738-43fc-b7e9-b498bc82649a,Pollen,Q4 2025,2025-10-01,,,completed,domaine,1,jx7fs1pq8r090fq78y7p3g3z3d87s5g1:POLLEN,,
calte,55d54350-eaa4-45c6-8622-717348d755fb,Pollen,Q1 2026,2026-01-01,,,completed,domaine,1,jx7fs1pq8r090fq78y7p3g3z3d87s5g1:POLLEN,,
calte,c599b550-213c-4b57-8d84-c471142fe102,Reglo,January 2024,2024-01-01,,,completed,domaine,1,jx7d0zaf8rj52c3xkcpzgsvptn87r9y8:REGLO PET FOOD,,
calte,807eda30-2e84-4e3d-a4cf-171247111f59,Reglo,2025,2025-01-01,,,completed,domaine,1,jx7d0zaf8rj52c3xkcpzgsvptn87r9y8:REGLO PET FOOD,,
calte,80fab5a4-77f1-4565-9c12-1c648e400e1e,Reglo,2025,2025-01-01,,,completed,domaine,1,jx7d0zaf8rj52c3xkcpzgsvptn87r9y8:REGLO PET FOOD,,
calte,787fb9b1-d028-4cf6-846f-89302262b8d7,Reglo,November - December 2025,2025-11-01,,,completed,domaine,1,jx7d0zaf8rj52c3xkcpzgsvptn87r9y8:REGLO PET FOOD,,
calte,178c5ae5-b703-413d-a800-bf588fbd9ed7,Reglo,Q1 2026,2026-01-01,,,completed,domaine,1,jx7d0zaf8rj52c3xkcpzgsvptn87r9y8:REGLO PET FOOD,,
calte,37295e6d-ab3d-4132-9854-7dc0a04c665a,Reglo,Q1 2026,2026-01-01,,,completed,domaine,1,jx7d0zaf8rj52c3xkcpzgsvptn87r9y8:REGLO PET FOOD,,
calte,89a1fb32-8aa7-41ed-82a0-dac82ce40e6b,Renovation Man,March 2026,2026-03-01,,,completed,domaine,1,jx77ta1nxqqnam5be7by2m31vs87rvtt:I ARTISAN (renovation man),,2 sources -> 1 cible OS (avec iArtisan)
calte,b6f4ae3d-7b94-4f5a-b67a-1ec7a58c70ec,Revolte,January - February 2026,2026-01-01,,,completed,orphelin,0,,jx725dk9ce3r3bvkfwb22c59hh87s6p7:REVOLTE,"Conflit de domaines (revolte.club vs revoltegarages.com) — cible nom REVOLTE exclue par la règle stricte, reco : garder la cible nom"
calte,3802802c-1da4-48f2-ad81-8a5cb7a57c96,Revolte,March - April 2026,2026-03-01,,,completed,orphelin,0,,jx725dk9ce3r3bvkfwb22c59hh87s6p7:REVOLTE,"Conflit de domaines (revolte.club vs revoltegarages.com) — cible nom REVOLTE exclue par la règle stricte, reco : garder la cible nom"
calte,2f16608d-6329-4d5e-9aef-80d8476aaa57,Revolte,Jan-Feb'26,,,,completed,orphelin,0,,jx725dk9ce3r3bvkfwb22c59hh87s6p7:REVOLTE,"Conflit de domaines (revolte.club vs revoltegarages.com) — cible nom REVOLTE exclue par la règle stricte, reco : garder la cible nom"
calte,2f58955b-97e2-4688-91a3-68f92a60bafd,Sant Roch,March 2026,2026-03-01,,,completed,orphelin,0,,,"Orphelin : domaine source = URL framer (santroch.framer.website), aucune cible CSV #168"
calte,6bf950d2-f120-42e9-a020-6bbf4e60d42c,Sant Roch,March - May 2026,2026-03-01,,,completed,orphelin,0,,,"Orphelin : domaine source = URL framer (santroch.framer.website), aucune cible CSV #168"
calte,ac697e82-6614-450b-a414-d8e0f921ba93,Sant Roch,March 2026,2026-04-01,,,completed,orphelin,0,,,"Orphelin : domaine source = URL framer (santroch.framer.website), aucune cible CSV #168"
calte,15fc711a-8b54-4457-9307-9be477088c45,Sant Roch,May 2026,2026-05-01,,,completed,orphelin,0,,,"Orphelin : domaine source = URL framer (santroch.framer.website), aucune cible CSV #168"
calte,ed853c10-78f0-42a6-a94b-77ab35c413b4,SCI OUTWORK VERDONNE,March 2025,2025-03-01,,,completed,nom,1,jx70rm9ymy9zmteqkk4477anbn87sdqq:SCI OUTWORK VERDONNE,,
calte,db4f81d7-f5ca-4a4d-a571-5ccafa71fb77,SCI OUTWORK VERDONNE,March 2026,2026-03-01,,,completed,nom,1,jx70rm9ymy9zmteqkk4477anbn87sdqq:SCI OUTWORK VERDONNE,,
calte,42140b39-ed2a-47d3-a798-903d6294275a,SCI OUTWORK VERDONNE,May 2026,2026-05-01,,,completed,nom,1,jx70rm9ymy9zmteqkk4477anbn87sdqq:SCI OUTWORK VERDONNE,,
calte,4f55a6fb-51b8-46ed-9d50-26c8531452e5,SCI OUTWORK VERDONNE,May 2026,2026-05-01,,,completed,nom,1,jx70rm9ymy9zmteqkk4477anbn87sdqq:SCI OUTWORK VERDONNE,,
calte,49ce3369-a0ae-4aa5-8c1e-ca347dc08663,Seelab,June 2026,2026-06-01,,,completed,domaine,1,jx77kdnkvsvnb33dq1xzy8jzgx87rw4c:SIDE  Seelab,,
calte,6dfc6f5e-457c-40c0-853d-fe304d3fdf41,SIDE Capital,November 2025,2025-11-01,,,completed,mixte,5,"jx75ghv0qty72mees4t4x0yfrh87r6s9:SIDE 3 | jx748rcwmgvh3jbtkhjxmv29w187s4e5:SIDE 2 | jx75zy634aen5bz3hbene34y8187r5jg:SIDE 1 | jx7enwg3pq78h2czkkbnvbd4yn87spa1:SIDE INVEST | jx73qg55ttmr4j2d9kj9rd6vpn87rxwp:SIDE Invest 3",,
calte,d7705864-cc6c-46d6-b954-2bc9b220a914,Smart-Services,January 2026,2026-01-01,,,completed,domaine,1,jx7fc4d6pma8ab41p0qy0pjwpn87s0ye:SMART SERVICES,,
calte,3d680138-14fc-4d98-ad85-d5b7809bfe7e,Smart-Services,March 2026,2026-03-01,,,completed,domaine,1,jx7fc4d6pma8ab41p0qy0pjwpn87s0ye:SMART SERVICES,,
calte,e74d39a8-c2c7-4913-b802-faf6a3da5076,Smart-Services,April 2026,2026-04-01,,,completed,domaine,1,jx7fc4d6pma8ab41p0qy0pjwpn87s0ye:SMART SERVICES,,
calte,8202f9e9-ddb6-42b8-b36c-ffe63fc57d50,Stockoss,December 2025,2025-12-01,,,completed,domaine,1,jx76efk3zh3e2jyy7ev3kt5eqx87s144:SPACELY STOCKAGE (STOCKOSS),,
calte,d6e564e8-ee65-496f-96bd-2f14450791ee,Stockoss,January 2026,2026-01-01,,oui,completed,domaine,1,jx76efk3zh3e2jyy7ev3kt5eqx87s144:SPACELY STOCKAGE (STOCKOSS),,
calte,6454d7df-a101-4f4d-a7f6-d62f5666db19,Stockoss,January 2026,2026-01-01,,,completed,domaine,1,jx76efk3zh3e2jyy7ev3kt5eqx87s144:SPACELY STOCKAGE (STOCKOSS),,
calte,df9c28a0-082c-44a4-a28e-8e297b46297c,Stockoss,February 2026,2026-02-01,,,completed,domaine,1,jx76efk3zh3e2jyy7ev3kt5eqx87s144:SPACELY STOCKAGE (STOCKOSS),,
